TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate
TX002451,AC00325,56.52,2023-12-04T16:08:59,Debit,Omaha,D000146,156.134.123.253,M077,ATM,42,Engineer,152,1,6911.2,2024-11-04T08:08:50
TX002452,AC00150,195.8,2023-02-28T17:37:48,Debit,Raleigh,D000511,82.75.200.117,M052,Online,39,Doctor,186,1,12027.68,2024-11-04T08:06:59
TX002453,AC00242,66.76,2023-04-24T18:29:26,Credit,Austin,D000670,97.106.5.76,M004,Branch,36,Doctor,44,1,184.72,2024-11-04T08:10:58
TX002455,AC00170,106.99,2023-11-24T17:00:27,Debit,Omaha,D000092,193.190.29.63,M078,Branch,38,Engineer,152,1,5771.4,2024-11-04T08:10:43
TX002458,AC00315,79.92,2023-02-06T17:32:11,Debit,Miami,D000193,42.3.3.101,M003,ATM,44,Engineer,274,2,9138.76,2024-11-04T08:09:14
TX002463,AC00464,577.13,2023-09-27T16:50:01,Credit,San Jose,D000438,194.88.79.54,M065,Branch,40,Engineer,66,1,6640.51,2024-11-04T08:08:42
TX002465,AC00279,54.52,2023-03-02T17:32:19,Debit,Indianapolis,D000582,110.247.153.70,M047,Branch,32,Doctor,164,1,6980.98,2024-11-04T08:09:06
TX002473,AC00275,113.03,2023-03-15T17:53:09,Credit,Tucson,D000521,11.3.59.231,M001,Online,36,Doctor,12,1,6756.13,2024-11-04T08:08:48
TX002474,AC00122,11.02,2023-07-31T17:49:23,Debit,Austin,D000371,77.208.193.198,M070,Online,42,Doctor,42,1,7879.66,2024-11-04T08:07:22
TX002480,AC00275,261.45,2023-10-27T17:02:06,Credit,Oklahoma City,D000005,73.156.208.26,M071,Online,50,Engineer,96,1,6735.74,2024-11-04T08:09:11
TX002482,AC00317,400.69,2023-04-03T16:19:59,Debit,Las Vegas,D000107,155.140.33.42,M066,Online,32,Engineer,26,1,9040.33,2024-11-04T08:07:57
TX002487,AC00202,377.04,2023-03-16T16:52:04,Debit,Chicago,D000587,203.170.198.177,M054,ATM,34,Engineer,64,1,3812.87,2024-11-04T08:09:54
TX002490,AC00116,408.62,2023-05-22T17:41:48,Credit,Fort Worth,D000684,58.1.27.124,M021,Online,48,Engineer,159,1,2498.48,2024-11-04T08:07:08
TX002492,AC00493,165.31,2023-04-03T16:05:30,Debit,Boston,D000353,72.192.101.196,M059,ATM,49,Doctor,28,1,7346.66,2024-11-04T08:10:12
TX002494,AC00279,856.9,2023-03-17T16:10:35,Debit,New York,D000673,191.25.177.160,M088,Branch,36,Engineer,150,1,8579.69,2024-11-04T08:09:52
TX002496,AC00182,271.22,2023-04-03T16:07:53,Credit,Louisville,D000052,4.105.134.118,M056,ATM,45,Doctor,87,1,6863.02,2024-11-04T08:06:52
TX002503,AC00069,603.54,2023-04-21T16:22:38,Debit,Albuquerque,D000321,112.86.148.212,M029,Online,44,Doctor,26,1,10517.47,2024-11-04T08:08:08
TX002504,AC00427,270.25,2023-11-06T16:56:41,Debit,Tucson,D000224,147.114.91.132,M065,ATM,31,Engineer,42,1,5414.97,2024-11-04T08:10:48
TX002506,AC00377,577.12,2023-01-27T17:38:07,Debit,Virginia Beach,D000110,120.16.186.17,M075,ATM,39,Engineer,69,1,5265.88,2024-11-04T08:10:50
TX002508,AC00297,856.21,2023-04-26T17:09:36,Credit,Colorado Springs,D000625,21.157.41.17,M072,Branch,33,Doctor,109,1,12690.79,2024-11-04T08:11:29
TX002509,AC00322,251.54,2023-03-22T17:36:48,Debit,Tucson,D000410,49.174.157.140,M029,Branch,48,Doctor,177,1,254.75,2024-11-04T08:11:42
Transaction Amount Calculation
TX000001,AC00128,14.09,2023-04-11T16:29:14,Debit,San Diego,D000380,162.198.218.92,M015,ATM,70,Doctor,81,1,5112.21,2024-11-04T08:08:08
TX000005,AC00411,13.45,2023-10-16T17:51:24,Credit,Atlanta,D000308,65.164.3.100,M091,Online,26,Student,198,1,7429.4,2024-11-04T08:06:39
TX000006,AC00393,92.15,2023-04-03T17:15:01,Debit,Oklahoma City,D000579,117.67.192.211,M054,ATM,18,Student,172,1,781.68,2024-11-04T08:06:36
TX000011,AC00150,17.78,2023-03-14T16:46:10,Credit,Albuquerque,D000205,213.15.9.253,M073,Online,52,Engineer,59,1,7599.52,2024-11-04T08:06:45
TX000019,AC00242,18.68,2023-02-21T16:56:50,Credit,Albuquerque,D000530,93.218.115.132,M054,Branch,59,Retired,106,1,7948.37,2024-11-04T08:12:01
TX000020,AC00285,71.48,2023-06-08T18:18:50,Credit,Columbus,D000039,120.170.93.69,M039,Online,18,Student,169,1,6568.59,2024-11-04T08:09:20
TX000021,AC00002,59.32,2023-02-28T16:36:58,Debit,Los Angeles,D000152,116.44.12.250,M040,Branch,71,Retired,38,1,5750.89,2024-11-04T08:09:24
TX000022,AC00014,85.77,2023-08-11T18:31:31,Debit,Las Vegas,D000268,59.132.247.252,M065,Branch,38,Doctor,93,1,9146.19,2024-11-04T08:08:13
TX000023,AC00095,52.2,2023-06-06T18:54:15,Debit,Atlanta,D000142,133.63.96.21,M022,Online,39,Engineer,120,1,8974.93,2024-11-04T08:07:01
TX000028,AC00057,40.32,2023-03-29T16:42:38,Debit,Milwaukee,D000310,21.28.32.1,M008,Branch,37,Engineer,95,1,2686.52,2024-11-04T08:11:59
TX000030,AC00313,56.17,2023-09-20T16:55:42,Debit,Detroit,D000297,33.28.138.82,M043,Branch,27,Student,283,1,1351.69,2024-11-04T08:08:30
TX000031,AC00367,28.31,2023-07-17T17:49:22,Credit,Miami,D000587,35.67.21.23,M091,Online,59,Doctor,20,1,8334.47,2024-11-04T08:09:17
TX000032,AC00291,59.12,2023-02-06T16:24:24,Debit,Baltimore,D000282,187.199.178.27,M053,ATM,29,Doctor,257,1,9823.64,2024-11-04T08:06:58
TX000037,AC00404,78.13,2023-11-21T16:58:44,Debit,Milwaukee,D000250,33.28.138.82,M028,Branch,26,Student,145,1,900.61,2024-11-04T08:12:18
TX000042,AC00480,34.02,2023-01-09T16:13:21,Debit,Philadelphia,D000627,109.105.179.186,M046,Online,38,Doctor,19,1,14214.48,2024-11-04T08:11:45
TX000044,AC00117,55.32,2023-04-12T16:03:37,Debit,Tucson,D000197,173.135.78.201,M009,ATM,19,Student,117,1,241.79,2024-11-04T08:08:03
TX000050,AC00471,22.01,2023-03-27T16:45:18,Credit,Sacramento,D000304,124.6.134.78,M055,Online,41,Engineer,175,1,1335.09,2024-11-04T08:06:31
TX000053,AC00115,85.43,2023-06-07T16:45:34,Debit,Virginia Beach,D000235,194.174.252.1,M078,Branch,67,Doctor,145,1,14904.9,2024-11-04T08:06:45
TX000057,AC00271,60.54,2023-12-14T17:52:37,Credit,Columbus,D000462,1.198.76.182,M095,Branch,57,Retired,52,1,3534.93,2024-11-04T08:09:57
TX000073,AC00282,24.77,2023-07-04T18:20:33,Debit,Boston,D000180,9.230.41.239,M070,ATM,62,Retired,55,1,5866.01,2024-11-04T08:12:15
TX000078,AC00022,91.53,2023-03-13T16:32:12,Debit,Milwaukee,D000363,94.37.250.128,M095,Branch,44,Doctor,69,1,14676.05,2024-11-04T08:11:36
TX000087,AC00303,24.56,2023-10-20T17:27:35,Debit,Mesa,D000428,16.131.3.140,M033,Branch,64,Doctor,69,1,9869.93,2024-11-04T08:12:05
TX000098,AC00011,25.36,2023-07-17T17:08:24,Debit,Louisville,D000192,62.152.134.92,M007,ATM,57,Engineer,78,1,201.04,2024-11-04T08:11:05
TX000102,AC00018,98.54,2023-08-11T16:18:46,Credit,El Paso,D000528,34.125.226.63,M095,Online,20,Student,167,1,9383.43,2024-11-04T08:10:02
TX000103,AC00075,83.24,2023-10-16T18:35:11,Credit,Fort Worth,D000607,21.28.32.1,M009,Branch,55,Doctor,164,1,1181.31,2024-11-04T08:10:52
TX000118,AC00498,56.98,2024-01-01T16:34:10,Credit,Oklahoma City,D000256,101.90.40.193,M086,ATM,43,Engineer,122,2,5688.37,2024-11-04T08:07:42
TX000121,AC00295,53.57,2023-08-16T16:17:12,Debit,Houston,D000489,45.64.74.86,M025,ATM,69,Retired,121,1,1651.33,2024-11-04T08:08:43
TX000122,AC00358,63.34,2023-11-17T16:02:02,Credit,Detroit,D000434,69.82.61.135,M028,Online,46,Doctor,165,1,11174.94,2024-11-04T08:10:13
TX000129,AC00053,38.15,2023-09-07T16:07:40,Debit,Mesa,D000687,77.21.150.75,M005,Online,26,Student,108,1,303.68,2024-11-04T08:07:42
TX000136,AC00177,16.16,2023-10-16T16:59:36,Debit,Milwaukee,D000465,161.177.41.214,M065,ATM,50,Doctor,124,1,14401.17,2024-11-04T08:11:59
TX000146,AC00434,45.85,2023-02-16T17:57:10,Debit,Los Angeles,D000241,163.129.70.210,M085,ATM,20,Student,92,1,1659.15,2024-11-04T08:07:24
TX000151,AC00072,69.4,2023-07-24T18:08:43,Debit,Virginia Beach,D000413,216.151.64.40,M073,Online,80,Retired,113,1,6452.77,2024-11-04T08:09:04
TX000156,AC00174,83.02,2023-09-04T17:59:51,Credit,Seattle,D000226,34.92.221.183,M058,Online,36,Engineer,171,1,9009.56,2024-11-04T08:11:01
TX000157,AC00421,93.26,2023-07-27T16:22:52,Credit,New York,D000436,182.225.2.156,M092,Online,20,Student,72,1,1152.2,2024-11-04T08:12:04
TX000159,AC00275,35.76,2023-09-19T17:38:18,Debit,Charlotte,D000678,111.78.64.133,M057,Branch,23,Student,122,1,611.86,2024-11-04T08:11:40
TX000160,AC00492,28.53,2023-05-31T16:37:39,Debit,Washington,D000310,215.97.143.157,M035,Online,62,Doctor,99,1,8670.53,2024-11-04T08:06:30
TX000163,AC00257,60.65,2023-05-26T18:15:08,Credit,Tucson,D000456,10.144.131.89,M085,Branch,56,Retired,53,1,1047.28,2024-11-04T08:09:22
TX000164,AC00062,74.86,2023-08-14T17:43:17,Debit,Nashville,D000115,161.168.126.136,M028,Branch,70,Doctor,125,1,6921.48,2024-11-04T08:07:39
TX000176,AC00035,73.23,2023-05-19T16:52:53,Debit,Portland,D000059,155.37.19.43,M022,Branch,26,Student,14,1,787.74,2024-11-04T08:11:12
TX000180,AC00010,34.17,2023-11-21T16:57:43,Credit,Philadelphia,D000036,177.116.108.246,M091,Online,54,Engineer,54,1,726.55,2024-11-04T08:06:29
TX000189,AC00132,10.94,2023-10-23T17:24:07,Credit,Philadelphia,D000503,10.191.172.154,M083,ATM,60,Engineer,245,1,1241.99,2024-11-04T08:11:53
TX000198,AC00107,20.36,2023-07-24T17:02:18,Debit,Tucson,D000082,96.115.67.230,M069,Branch,62,Retired,75,1,2762.48,2024-11-04T08:11:15
TX000202,AC00010,11.18,2023-11-30T16:52:42,Debit,Atlanta,D000129,16.51.235.240,M017,Online,43,Doctor,161,1,5956.89,2024-11-04T08:10:20
TX000204,AC00380,51.0,2023-01-30T16:00:38,Debit,Seattle,D000199,193.217.248.188,M063,Branch,64,Retired,107,1,4943.16,2024-11-04T08:08:23
TX000216,AC00006,74.88,2023-05-24T16:25:50,Debit,Atlanta,D000139,161.161.26.115,M026,ATM,25,Student,202,1,420.67,2024-11-04T08:07:46
TX000229,AC00055,52.01,2023-11-07T16:46:04,Debit,Mesa,D000652,178.34.103.183,M019,ATM,48,Doctor,85,1,1120.88,2024-11-04T08:11:27
TX000234,AC00345,91.48,2023-01-23T16:50:31,Debit,Fort Worth,D000295,160.74.183.38,M081,ATM,51,Doctor,141,1,14942.78,2024-11-04T08:09:17
TX000236,AC00175,54.03,2023-09-19T17:16:46,Credit,Milwaukee,D000519,161.25.82.11,M087,ATM,56,Retired,161,1,6736.3,2024-11-04T08:07:36
TX000239,AC00394,33.06,2023-01-17T16:03:41,Credit,Fort Worth,D000417,63.67.150.226,M045,Online,53,Retired,170,1,1540.87,2024-11-04T08:06:43
TX000240,AC00026,66.5,2023-05-04T16:44:56,Credit,Louisville,D000419,13.88.251.53,M098,Online,32,Engineer,144,1,6820.23,2024-11-04T08:08:06
TX000244,AC00400,78.33,2023-07-31T16:13:12,Credit,Memphis,D000191,85.240.254.83,M069,Online,56,Engineer,189,1,7255.33,2024-11-04T08:08:18
TX000245,AC00004,40.66,2024-01-01T16:08:49,Debit,Louisville,D000214,148.25.159.90,M061,Branch,59,Retired,156,1,1153.84,2024-11-04T08:11:28
TX000246,AC00260,97.22,2023-02-20T17:30:19,Credit,Atlanta,D000507,188.205.152.176,M063,Branch,77,Retired,55,1,6647.73,2024-11-04T08:11:17
TX000247,AC00415,34.07,2023-11-06T17:22:58,Debit,Philadelphia,D000158,29.168.185.63,M080,Branch,22,Student,81,1,8709.77,2024-11-04T08:07:21
TX000250,AC00126,73.55,2023-01-09T16:09:48,Debit,Atlanta,D000210,196.121.240.10,M086,ATM,51,Engineer,158,1,2812.06,2024-11-04T08:11:21
TX000261,AC00085,75.15,2023-09-18T17:31:23,Debit,Boston,D000014,135.29.211.116,M094,ATM,23,Student,154,1,1092.92,2024-11-04T08:11
TX000262,AC00448,23.3,2023-08-14T18:13:38,Debit,Los Angeles,D000385,111.226.226.202,M061,ATM,59,Engineer,161,1,6711.15,2024-11-04T08:08:06
TX000263,AC00194,47.38,2023-02-08T18:18:07,Credit,Seattle,D000388,150.231.20.169,M061,Online,25,Student,61,1,459.37,2024-11-04T08:07:05
TX000266,AC00338,12.82,2023-04-05T18:37:10,Debit,Fort Worth,D000482,152.234.65.155,M055,ATM,44,Engineer,156,1,9045.19,2024-11-04T08:08:25
TX000267,AC00178,66.9,2023-04-17T16:50:45,Credit,Charlotte,D000221,138.210.196.19,M021,Online,79,Retired,129,4,5238.71,2024-11-04T08:10:39
TX000270,AC00171,97.98,2023-02-06T16:09:48,Debit,Denver,D000470,211.42.9.0,M033,Branch,72,Retired,18,1,7460.33,2024-11-04T08:08:43
TX000273,AC00423,44.52,2023-03-28T18:30:25,Debit,El Paso,D000618,89.21.156.229,M081,Online,28,Student,205,1,314.28,2024-11-04T08:10:28
TX000279,AC00009,74.85,2023-12-25T17:19:08,Debit,Raleigh,D000526,191.82.103.198,M091,ATM,72,Retired,117,1,2409.73,2024-11-04T08:11:49
TX000282,AC00362,45.77,2023-02-09T17:50:23,Debit,Philadelphia,D000484,85.239.236.80,M066,Online,25,Student,109,1,5978.12,2024-11-04T08:08:01
TX000285,AC00451,11.92,2023-10-09T17:48:55,Debit,San Diego,D000678,192.95.36.246,M063,Branch,53,Doctor,52,1,14611.9,2024-11-04T08:11:22
TX000286,AC00033,47.42,2023-12-19T16:46:08,Debit,San Diego,D000249,41.0.10.107,M012,ATM,64,Doctor,28,1,8253.52,2024-11-04T08:08:56
TX000287,AC00087,35.99,2023-01-19T16:14:12,Debit,Miami,D000270,162.207.77.170,M023,Branch,63,Retired,129,1,4489.79,2024-11-04T08:09:17
TX000290,AC00093,48.72,2023-09-29T18:54:28,Debit,Virginia Beach,D000567,158.135.64.240,M063,Branch,21,Student,17,1,816.08,2024-11-04T08:07:27
TX000291,AC00427,43.46,2023-07-21T17:02:42,Debit,Boston,D000263,21.190.11.223,M020,ATM,25,Student,80,1,578.06,2024-11-04T08:10:45
TX000296,AC00272,20.54,2023-08-21T18:09:24,Debit,Fort Worth,D000348,171.101.134.74,M055,Branch,51,Engineer,72,1,5327.03,2024-11-04T08:07:28
TX000298,AC00110,34.74,2023-06-26T16:40:21,Debit,San Francisco,D000320,82.88.241.226,M072,ATM,56,Retired,24,1,6827.57,2024-11-04T08:11:03
TX000303,AC00466,61.43,2023-06-29T16:16:37,Debit,Phoenix,D000084,14.200.197.126,M035,Online,24,Student,170,1,1882.77,2024-11-04T08:08:18
TX000309,AC00067,20.28,2023-07-19T17:42:38,Debit,Oklahoma City,D000585,150.83.4.238,M047,Online,36,Engineer,213,1,2047.83,2024-11-04T08:10:02
TX000311,AC00386,49.99,2023-02-09T17:53:59,Debit,Omaha,D000668,155.140.33.42,M062,ATM,62,Retired,139,1,2299.64,2024-11-04T08:08:15
TX000317,AC00200,12.23,2023-10-12T16:02:13,Debit,Houston,D000177,23.92.205.75,M065,ATM,42,Engineer,139,1,7844.88,2024-11-04T08:07:29
TX000320,AC00444,29.34,2023-03-09T17:37:08,Debit,Louisville,D000029,40.198.240.246,M087,Online,65,Retired,30,1,3944.82,2024-11-04T08:11:42
TX000323,AC00194,36.71,2023-01-30T17:11:53,Debit,Jacksonville,D000671,166.7.230.111,M095,Branch,48,Doctor,55,1,6459.38,2024-11-04T08:11:44
TX000330,AC00316,22.63,2023-02-20T17:28:15,Debit,Kansas City,D000488,165.114.224.47,M052,Online,53,Engineer,112,1,4438.03,2024-11-04T08:10:56
TX000336,AC00141,66.65,2023-10-17T16:58:59,Debit,Detroit,D000398,120.170.93.69,M100,ATM,37,Engineer,33,1,3559.96,2024-11-04T08:11
TX000337,AC00332,98.53,2023-01-16T16:31:48,Debit,Denver,D000684,119.163.214.161,M085,Branch,69,Retired,166,1,3564.8,2024-11-04T08:11:19
TX000339,AC00055,33.89,2023-11-10T16:10:34,Debit,Nashville,D000588,14.105.144.122,M079,Branch,26,Student,177,1,1444.75,2024-11-04T08:11:36
TX000340,AC00299,23.71,2023-09-18T16:04:52,Debit,Atlanta,D000284,2.61.10.58,M005,Branch,58,Doctor,164,1,10788.89,2024-11-04T08:09:16
TX000342,AC00171,26.06,2023-12-21T17:01:24,Debit,San Diego,D000689,140.212.253.222,M096,ATM,65,Doctor,283,1,12893.63,2024-11-04T08:12
TX000343,AC00493,17.07,2023-05-01T17:17:12,Debit,Los Angeles,D000597,47.82.77.181,M023,Branch,27,Engineer,44,1,2798.15,2024-11-04T08:11:25
TX000346,AC00442,26.55,2023-09-20T17:25:26,Debit,Houston,D000112,91.204.200.167,M099,ATM,77,Retired,228,1,3085.38,2024-11-04T08:07:23
TX000350,AC00029,11.18,2023-02-27T16:39:28,Debit,Miami,D000609,176.96.83.253,M035,ATM,53,Engineer,144,1,7467.3,2024-11-04T08:10:57
TX000352,AC00482,29.58,2023-10-30T17:54:19,Debit,Colorado Springs,D000230,173.252.44.183,M066,Branch,54,Engineer,121,1,8345.26,2024-11-04T08:11:01
TX000368,AC00087,43.85,2023-03-13T16:25:34,Debit,Fresno,D000092,117.67.192.211,M013,ATM,62,Retired,122,1,4356.98,2024-11-04T08:07:18
TX000378,AC00232,94.3,2023-12-25T17:53:56,Debit,Phoenix,D000446,198.39.35.23,M042,Branch,57,Doctor,57,1,11088.95,2024-11-04T08:08:14
TX000380,AC00488,30.23,2023-11-06T17:53:25,Debit,Austin,D000406,134.247.5.188,M049,ATM,44,Doctor,99,1,481.13,2024-11-04T08:12:06
TX000383,AC00188,13.71,2023-05-30T17:54:22,Credit,Denver,D000483,189.20.224.220,M084,Online,38,Engineer,148,1,8342.79,2024-11-04T08:11:17
TX000384,AC00341,96.54,2023-03-13T17:26:17,Debit,New York,D000387,69.61.96.139,M020,Branch,58,Retired,95,1,7182.22,2024-11-04T08:10:31
TX000385,AC00090,79.35,2023-05-29T17:02:32,Debit,Los Angeles,D000277,161.161.26.115,M051,Online,67,Retired,70,1,1692.15,2024-11-04T08:09:48
TX000387,AC00322,74.42,2023-11-23T17:23:16,Debit,El Paso,D000273,76.136.92.235,M003,Online,49,Engineer,68,1,6264.21,2024-11-04T08:11:23
TX000388,AC00135,39.66,2023-05-18T16:16:53,Debit,Virginia Beach,D000680,200.136.146.93,M045,Branch,52,Engineer,169,1,8497.34,2024-11-04T08:07:20
TX000389,AC00279,99.36,2023-05-09T16:55:54,Debit,Seattle,D000019,93.151.52.152,M004,ATM,40,Doctor,46,1,1272.12,2024-11-04T08:09:15
TX000415,AC00495,83.5,2023-05-15T18:47:35,Debit,Dallas,D000446,34.92.221.183,M100,Branch,61,Retired,91,5,1749.79,2024-11-04T08:07:22
TX000434,AC00475,85.35,2023-07-05T16:08:25,Debit,Washington,D000514,100.4.40.132,M074,ATM,66,Retired,166,1,2173.76,2024-11-04T08:06:25
TX000435,AC00217,79.76,2023-02-06T16:26:29,Debit,Raleigh,D000268,157.130.28.27,M055,Branch,39,Engineer,170,1,6452.14,2024-11-04T08:09:34
TX000439,AC00493,14.29,2023-02-28T16:28:25,Debit,Los Angeles,D000317,90.111.245.138,M070,ATM,34,Engineer,150,1,7016.99,2024-11-04T08:08:52
TX000442,AC00351,92.29,2023-02-15T16:17:59,Debit,Albuquerque,D000264,210.136.14.108,M015,Branch,54,Engineer,115,1,2026.32,2024-11-04T08:11:25
TX000446,AC00480,50.17,2023-09-18T16:57:44,Credit,Sacramento,D000549,25.188.196.47,M039,ATM,77,Retired,35,1,7752.14,2024-11-04T08:10:59
TX000447,AC00122,21.4,2023-12-26T16:07:28,Debit,Fresno,D000537,198.166.198.233,M027,Branch,34,Engineer,258,1,9594.11,2024-11-04T08:11:40
TX000448,AC00072,73.28,2023-03-10T17:33:12,Debit,Boston,D000137,206.84.69.39,M096,Branch,21,Student,21,1,1329.41,2024-11-04T08:10:57
TX000449,AC00093,70.23,2023-09-13T16:18:07,Debit,Memphis,D000293,146.47.189.38,M066,ATM,38,Doctor,260,1,11624.93,2024-11-04T08:07:16
TX000452,AC00119,54.61,2023-12-04T16:10:04,Debit,Milwaukee,D000079,39.163.103.27,M043,ATM,58,Engineer,160,1,7135.64,2024-11-04T08:07:19
TX000453,AC00271,54.05,2023-04-25T16:53:22,Debit,Louisville,D000373,167.104.180.235,M008,Branch,27,Student,146,1,469.14,2024-11-04T08:11:34
TX000458,AC00290,93.52,2023-08-14T17:41:24,Debit,Philadelphia,D000430,190.251.45.32,M011,Online,51,Engineer,97,1,2791.2,2024-11-04T08:08:04
TX000463,AC00074,17.45,2023-09-13T16:41:19,Debit,Omaha,D000630,28.149.72.129,M059,ATM,18,Student,88,1,1959.52,2024-11-04T08:09:39
TX000468,AC00300,63.41,2023-11-24T17:29:06,Debit,Fort Worth,D000116,141.241.241.128,M035,ATM,26,Student,36,1,1546.22,2024-11-04T08:07:15
TX000470,AC00036,71.95,2023-02-13T16:39:52,Credit,Omaha,D000410,162.58.247.55,M100,Online,59,Engineer,53,1,9267.32,2024-11-04T08:06:23
TX000474,AC00464,35.84,2023-03-28T17:23:54,Credit,Colorado Springs,D000422,35.73.67.98,M013,Online,54,Retired,172,1,4795.65,2024-11-04T08:10:57
TX000475,AC00219,88.6,2023-02-14T17:01:44,Credit,Raleigh,D000403,170.54.231.239,M054,Branch,28,Student,105,1,246.57,2024-11-04T08:08:47
TX000477,AC00442,53.81,2023-10-16T16:55:44,Credit,Raleigh,D000663,34.86.220.205,M079,ATM,55,Engineer,37,2,2564.62,2024-11-04T08:12:05
TX000478,AC00054,22.46,2023-05-17T16:03:51,Debit,New York,D000602,147.119.62.178,M087,Online,54,Retired,78,1,6631.5,2024-11-04T08:07:46
TX000484,AC00305,99.11,2023-05-01T16:58:41,Debit,Philadelphia,D000195,42.219.228.159,M015,Online,55,Retired,12,1,5414.87,2024-11-04T08:09:35
TX000493,AC00213,66.58,2023-12-04T17:06:43,Debit,Raleigh,D000419,20.147.6.179,M040,Branch,23,Student,79,1,1636.32,2024-11-04T08:08:48
TX000506,AC00095,68.19,2023-03-14T16:07:32,Credit,Fresno,D000589,134.140.85.231,M026,Online,40,Doctor,189,1,9895.1,2024-11-04T08:07:50
TX000508,AC00491,37.57,2023-04-26T18:35:50,Debit,El Paso,D000422,173.135.78.201,M048,ATM,57,Retired,42,1,7739.54,2024-11-04T08:09:21
TX000510,AC00266,96.89,2023-03-16T16:02:01,Debit,Sacramento,D000295,136.105.231.135,M005,ATM,59,Retired,53,1,6044.93,2024-11-04T08:11:06
TX000514,AC00469,65.57,2023-04-06T17:24:16,Debit,Miami,D000649,1.198.76.182,M039,Online,41,Engineer,82,1,7513.79,2024-11-04T08:06:26
TX000517,AC00092,64.9,2023-02-14T16:23:39,Credit,Detroit,D000165,45.246.89.225,M043,Branch,51,Retired,72,1,6854.61,2024-11-04T08:10:18
TX000529,AC00339,42.55,2023-03-31T18:57:11,Debit,Seattle,D000034,40.192.99.27,M013,Branch,53,Engineer,29,1,7341.43,2024-11-04T08:10:32
TX000532,AC00033,40.57,2023-02-13T17:02:27,Debit,Columbus,D000380,173.252.44.183,M096,Branch,26,Student,63,1,1476.91,2024-11-04T08:06:37
TX000537,AC00125,56.94,2023-12-11T16:52:47,Credit,Charlotte,D000542,69.82.61.135,M043,Online,76,Retired,74,1,7004.63,2024-11-04T08:07:42
TX000539,AC00183,59.44,2023-06-13T17:52:56,Debit,Chicago,D000479,64.15.0.66,M002,Online,35,Engineer,176,1,5472.03,2024-11-04T08:06:34
TX000542,AC00314,65.09,2023-02-28T17:58:02,Credit,Seattle,D000434,144.91.150.133,M066,Online,44,Engineer,159,1,9370.9,2024-11-04T08:09:41
TX000548,AC00456,97.09,2023-04-10T18:26:56,Debit,Fort Worth,D000164,221.206.44.63,M052,ATM,24,Student,202,4,1579.57,2024-11-04T08:06:33
TX000550,AC00257,73.88,2023-01-02T16:27:18,Debit,Charlotte,D000611,142.148.226.178,M015,Online,39,Doctor,34,1,6474.41,2024-11-04T08:09:09
TX000551,AC00356,77.43,2023-01-19T16:11:12,Debit,Raleigh,D000403,100.137.90.188,M047,Online,21,Student,169,1,1380.21,2024-11-04T08:06:33
TX000555,AC00322,43.73,2023-04-03T16:43:29,Debit,Omaha,D000631,194.88.79.54,M011,ATM,34,Doctor,145,1,9929.43,2024-11-04T08:10:33
TX000561,AC00114,27.07,2023-03-06T17:39:01,Credit,Virginia Beach,D000046,52.169.116.164,M004,Branch,80,Retired,39,1,3773.29,2024-11-04T08:09:57
TX000564,AC00223,12.04,2023-11-15T16:08:52,Debit,Fort Worth,D000535,31.127.129.152,M053,Online,37,Engineer,58,1,6213.32,2024-11-04T08:08:25
TX000566,AC00086,29.38,2023-02-15T16:30:09,Credit,Baltimore,D000053,139.23.212.102,M064,Branch,28,Student,63,1,1663.31,2024-11-04T08:11:08
TX000572,AC00434,41.49,2023-04-24T16:47:20,Debit,Albuquerque,D000422,32.71.250.58,M027,Online,24,Student,13,1,928.33,2024-11-04T08:12:03
TX000576,AC00013,33.46,2023-02-20T16:52:03,Debit,Seattle,D000617,189.248.139.91,M003,ATM,72,Retired,111,1,3641.07,2024-11-04T08:09:12
TX000579,AC00296,48.85,2023-12-08T16:45:12,Debit,Dallas,D000645,68.254.244.208,M049,ATM,19,Student,176,1,1503.56,2024-11-04T08:07:15
TX000582,AC00205,84.59,2023-04-19T16:54:46,Credit,Las Vegas,D000560,152.140.239.181,M004,Branch,67,Doctor,10,1,5669.1,2024-11-04T08:07:12
TX000586,AC00362,94.59,2023-12-01T17:04,Debit,Washington,D000270,47.82.77.181,M085,Online,39,Doctor,34,1,6171.89,2024-11-04T08:10:37
TX000587,AC00170,80.43,2023-01-04T16:09:43,Debit,Columbus,D000483,157.47.114.20,M014,Branch,59,Retired,157,1,5987.67,2024-11-04T08:08:18
TX000588,AC00429,54.25,2023-07-31T16:51:50,Debit,Virginia Beach,D000353,51.250.122.123,M042,Online,68,Doctor,37,1,14783.33,2024-11-04T08:08:53
TX000591,AC00449,10.65,2023-04-24T16:24:49,Debit,Louisville,D000484,38.166.40.246,M081,Online,54,Doctor,161,1,13240.72,2024-11-04T08:10:21
TX000608,AC00150,32.54,2023-07-04T16:25:35,Debit,Oklahoma City,D000008,4.101.189.38,M022,Online,25,Student,183,4,1544.88,2024-11-04T08:07:01
TX000610,AC00479,56.12,2023-09-13T18:49:55,Debit,El Paso,D000431,11.167.243.171,M049,ATM,30,Doctor,102,1,8839.67,2024-11-04T08:09:30
TX000612,AC00242,35.16,2023-10-25T17:50:23,Debit,Chicago,D000075,195.237.152.198,M029,Branch,32,Engineer,130,1,8459.18,2024-11-04T08:10:34
