Transaction ID,AccountId,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IpAddress,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate
TX000847,AC00173,224.19,Debit,2023-09-21T16:42:38,Houston,D000266,46.150.175.171,M017,ATM,52,Doctor,93,1,8475.47,2024-11-04T08:07:34
TX000850,AC00370,194.99,Debit,2023-12-01T17:01:30,Jacksonville,D000442,173.232.121.213,M097,Branch,34,Engineer,91,1,1370.03,2024-11-04T08:07:50
TX000851,AC00124,23.4,Debit,2023-02-08T18:27:49,El Paso,D000079,74.58.165.67,M027,ATM,46,Doctor,175,4,14851.28,2024-11-04T08:07:14
TX000852,AC00412,227.5,Debit,2023-03-13T16:59:33,Sacramento,D000227,134.140.85.231,M055,Online,34,Doctor,277,1,11505.35,2024-11-04T08:11:35
TX000854,AC00321,59.51,Credit,2023-04-04T16:12:25,Dallas,D000263,86.220.59.252,M086,Online,36,Doctor,55,1,9955.88,2024-11-04T08:12:18
TX000859,AC00054,329.14,Debit,2023-11-14T16:37:42,Sacramento,D000156,6.204.110.7,M018,Branch,55,Doctor,14,1,12033.92,2024-11-04T08:09
TX000863,AC00450,209.03,Debit,2023-10-09T18:20:39,Detroit,D000371,175.210.47.87,M012,Branch,55,Engineer,126,1,8359.5,2024-11-04T08:10:58
TX000865,AC00156,261.14,Debit,2023-05-15T18:44:04,San Antonio,D000218,186.135.2.148,M040,ATM,42,Engineer,162,1,6100.08,2024-11-04T08:08:53
TX000866,AC00418,101.81,Debit,2023-06-29T17:51:45,Fort Worth,D000209,160.212.125.105,M087,ATM,45,Doctor,105,1,13872.03,2024-11-04T08:11:23
TX000867,AC00263,98.71,Debit,2023-09-18T17:41:29,Fort Worth,D000276,79.227.202.117,M070,ATM,32,Doctor,117,1,10095.23,2024-11-04T08:07:42
TX000869,AC00436,83.39,Debit,2023-09-18T16:00:54,Omaha,D000069,135.73.131.111,M042,Branch,32,Doctor,158,1,13182.11,2024-11-04T08:12:20
TX000870,AC00399,267.55,Debit,2023-06-13T16:06:05,Charlotte,D000138,170.99.15.217,M084,Online,46,Engineer,40,1,4330.04,2024-11-04T08:12:03
TX000872,AC00482,154.32,Credit,2024-01-01T16:53:32,Tucson,D000055,8.244.162.185,M015,ATM,38,Engineer,269,1,6972.5,2024-11-04T08:11:43
TX000876,AC00058,583.92,Debit,2023-08-01T16:11:52,Kansas City,D000429,32.169.88.41,M024,Online,55,Engineer,139,1,6364.14,2024-11-04T08:06:32
TX000879,AC00366,1108.46,Debit,2023-08-31T16:16:15,Los Angeles,D000353,48.89.167.189,M046,Branch,30,Engineer,262,1,9257.04,2024-11-04T08:06:36
TX000881,AC00094,120.17,Debit,2023-08-08T17:07:42,Portland,D000052,47.167.178.158,M023,ATM,49,Doctor,105,1,5403.79,2024-11-04T08:11:50
TX000882,AC00225,220.8,Debit,2023-09-06T18:43:52,Indianapolis,D000532,10.223.224.50,M021,Online,31,Engineer,28,1,8135.31,2024-11-04T08:10
TX000883,AC00474,119.01,Debit,2023-03-13T17:26:41,Philadelphia,D000418,14.200.197.126,M069,ATM,45,Doctor,87,1,9798.26,2024-11-04T08:09:17
TX000886,AC00133,11.46,Credit,2023-02-13T16:53:17,San Francisco,D000315,13.188.62.74,M092,Online,41,Engineer,128,1,2356.71,2024-11-04T08:09:16
TX000888,AC00265,103.08,Credit,2023-02-27T16:48:02,Milwaukee,D000304,66.255.7.16,M096,Branch,49,Engineer,150,1,9251.38,2024-11-04T08:06:42
TX000889,AC00176,1.21,Debit,2023-08-21T17:19:06,Atlanta,D000369,96.115.67.230,M039,Branch,55,Retired,196,1,7542.74,2024-11-04T08:11:34
TX000891,AC00216,60.96,Debit,2023-10-23T16:35:48,Colorado Springs,D000090,184.185.209.72,M065,ATM,52,Retired,238,1,6189.24,2024-11-04T08:09:58
TX000892,AC00431,64.21,Debit,2023-01-09T16:36:16,Omaha,D000527,134.222.122.238,M028,ATM,51,Doctor,37,1,12540.18,2024-11-04T08:09:24
TX000893,AC00063,523.02,Debit,2023-05-19T18:32:45,Jacksonville,D000689,124.180.225.109,M010,Online,53,Retired,83,1,4586.11,2024-11-04T08:06:38
TX000898,AC00390,16.79,Credit,2023-11-06T16:42:34,Detroit,D000317,204.120.80.105,M023,Online,30,Doctor,146,1,535.15,2024-11-04T08:11:01
TX000903,AC00385,328.34,Credit,2023-10-12T16:17:47,San Diego,D000245,106.244.1.47,M014,Online,42,Engineer,31,1,2840.45,2024-11-04T08:09
TX000905,AC00480,354.76,Debit,2023-05-17T16:30:05,Detroit,D000135,54.252.249.33,M065,Branch,51,Doctor,279,1,10141.92,2024-11-04T08:07:39
TX000908,AC00264,653.97,Debit,2023-10-04T17:41:08,Miami,D000464,141.241.241.128,M067,Online,37,Engineer,100,1,3886.65,2024-11-04T08:11:57
TX000910,AC00438,120.86,Debit,2023-11-16T17:57:45,Colorado Springs,D000035,184.146.10.88,M081,Online,33,Doctor,162,4,13566.58,2024-11-04T08:11:48
TX000914,AC00386,254.21,Debit,2023-05-22T16:48:08,Phoenix,D000487,137.33.78.168,M030,ATM,48,Engineer,46,1,2487.2,2024-11-04T08:10:50
TX000915,AC00171,577.73,Debit,2023-11-10T16:26:28,San Jose,D000527,93.146.251.20,M033,ATM,37,Doctor,63,1,14977.99,2024-11-04T08:06:37
TX000919,AC00136,132.33,Credit,2023-11-10T16:32:24,Phoenix,D000437,88.55.149.101,M004,ATM,35,Engineer,47,1,7457.94,2024-11-04T08:08:40
TX000920,AC00280,672.74,Credit,2023-08-10T16:39:33,Colorado Springs,D000033,169.67.220.37,M068,Branch,46,Engineer,118,1,5386.52,2024-11-04T08:11:42
TX000926,AC00230,697.82,Debit,2023-11-27T16:10:37,New York,D000377,161.25.82.11,M092,Online,44,Engineer,153,1,6824.0,2024-11-04T08:07:11
TX000927,AC00224,302.76,Debit,2023-11-16T17:14:01,Sacramento,D000640,221.23.158.87,M043,ATM,38,Engineer,88,3,8583.39,2024-11-04T08:11:08
TX000933,AC00200,76.51,Credit,2023-04-03T16:01:51,Mesa,D000242,200.22.195.243,M016,Online,49,Engineer,120,4,9475.4,2024-11-04T08:07:51
TX000934,AC00254,32.46,Debit,2023-03-10T18:59:46,Charlotte,D000536,156.187.182.236,M092,Online,31,Doctor,10,1,8656.18,2024-11-04T08:09:33
TX000938,AC00292,288.77,Debit,2023-11-13T16:42:16,Los Angeles,D000422,94.37.250.128,M025,ATM,55,Engineer,110,1,8836.51,2024-11-04T08:09:44
TX000939,AC00111,35.05,Debit,2023-09-27T18:52:36,Boston,D000589,115.241.186.164,M047,Branch,30,Doctor,105,1,14330.47,2024-11-04T08:07:17
TX000940,AC00157,214.73,Credit,2023-11-10T18:28:09,Los Angeles,D000104,57.166.147.242,M061,ATM,46,Doctor,26,1,5368.42,2024-11-04T08:07:39
TX000942,AC00182,617.66,Debit,2023-01-30T16:34:16,Memphis,D000116,100.4.40.132,M036,ATM,41,Engineer,40,1,5906.58,2024-11-04T08:10:17
TX000944,AC00005,377.92,Debit,2023-02-22T17:29:36,Raleigh,D000360,179.43.245.131,M029,Branch,33,Engineer,204,1,2254.71,2024-11-04T08:06:53
TX000945,AC00459,11.04,Debit,2023-02-13T18:17:28,Phoenix,D000638,168.36.49.167,M036,Online,30,Engineer,43,1,6983.04,2024-11-04T08:10:40
TX000946,AC00432,275.46,Debit,2023-07-24T17:09:05,Fort Worth,D000027,31.75.105.19,M032,ATM,36,Doctor,67,1,9697.75,2024-11-04T08:12:13
TX000948,AC00377,32.34,Debit,2023-06-21T16:52:25,Kansas City,D000622,176.96.83.253,M080,Branch,44,Doctor,45,1,7847.62,2024-11-04T08:09:28
TX000955,AC00395,391.66,Debit,2023-07-10T17:29:39,Fresno,D000271,119.163.214.161,M062,Branch,50,Engineer,103,1,2406.31,2024-11-04T08:06:44
TX000956,AC00225,185.99,Credit,2023-04-24T16:49:48,Fresno,D000674,39.129.125.110,M026,Branch,41,Engineer,53,1,402.45,2024-11-04T08:09:44
TX000959,AC00282,280.61,Debit,2023-11-27T16:37:11,Mesa,D000485,186.135.2.148,M085,ATM,47,Engineer,129,3,7888.76,2024-11-04T08:10:47
TX000962,AC00174,353.59,Credit,2023-08-11T17:57:52,New York,D000311,198.24.183.157,M046,Branch,52,Retired,109,5,1822.34,2024-11-04T08:10:53
TX000963,AC00124,55.86,Debit,2023-01-23T17:18:16,Seattle,D000211,200.136.146.93,M007,Online,39,Engineer,68,1,5346.46,2024-11-04T08:06:59
TX000964,AC00247,10.77,Debit,2023-03-08T16:58:31,Indianapolis,D000253,37.227.215.145,M096,ATM,31,Doctor,178,1,10704.95,2024-11-04T08:10:45
TX000965,AC00297,95.55,Debit,2023-04-10T16:25:15,Louisville,D000595,42.3.3.101,M060,Branch,33,Engineer,51,1,2434.74,2024-11-04T08:10:13
TX000967,AC00170,9.1,Credit,2023-03-02T16:09:39,San Francisco,D000158,53.131.194.183,M047,Online,52,Retired,63,1,2791.45,2024-11-04T08:09:56
TX000975,AC00111,81.35,Debit,2023-01-23T17:39:08,Houston,D000242,205.69.66.135,M028,Online,41,Engineer,103,1,7192.45,2024-11-04T08:07:04
TX000979,AC00453,472.48,Debit,2023-02-27T17:06:36,New York,D000149,11.3.59.231,M099,Branch,55,Engineer,87,1,7128.82,2024-11-04T08:09:59
TX000982,AC00336,460.09,Credit,2023-03-06T17:05:25,Fresno,D000033,188.77.83.72,M081,Online,35,Doctor,146,3,6990.64,2024-11-04T08:08:33
TX000987,AC00176,213.28,Debit,2023-12-25T18:29:05,Mesa,D000034,156.134.123.253,M088,Branch,51,Retired,94,1,4835.91,2024-11-04T08:11:27
TX000989,AC00035,471.88,Credit,2023-10-30T18:44:22,San Jose,D000317,133.67.250.163,M054,Online,34,Doctor,141,1,14833.34,2024-11-04T08:07
TX000995,AC00488,4.24,Debit,2023-04-17T16:46:31,San Diego,D000226,77.208.193.198,M086,Online,38,Engineer,38,1,7822.73,2024-11-04T08:07:54
TX001000,AC00297,127.8,Credit,2023-03-02T16:05:52,Virginia Beach,D000376,34.169.232.37,M026,Branch,31,Engineer,47,1,8630.99,2024-11-04T08:07:02
TX001001,AC00345,16.73,Debit,2023-02-22T17:39:54,Houston,D000411,27.215.118.94,M073,Online,45,Engineer,48,1,2202.62,2024-11-04T08:09:36
TX001002,AC00458,317.12,Debit,2023-12-11T16:03:50,Fort Worth,D000007,57.232.212.116,M018,Branch,44,Doctor,80,1,14409.74,2024-11-04T08:08:08
TX001005,AC00183,55.12,Credit,2023-09-18T16:19:03,Houston,D000219,152.140.239.181,M021,Online,34,Engineer,261,1,3791.99,2024-11-04T08:11:19
TX001009,AC00075,647.85,Debit,2023-12-04T16:31:42,Omaha,D000574,97.106.5.76,M034,Branch,36,Doctor,121,1,13779.97,2024-11-04T08:09:34
TX001010,AC00013,75.04,Debit,2023-07-27T17:04:46,El Paso,D000037,52.1.78.30,M056,ATM,49,Engineer,178,1,9648.6,2024-11-04T08:07:28
TX001012,AC00329,215.8,Credit,2023-05-18T16:03:58,Jacksonville,D000273,149.84.108.18,M073,Branch,51,Retired,66,1,3656.62,2024-11-04T08:08:31
TX001013,AC00257,963.77,Debit,2023-07-11T16:45:22,Louisville,D000382,32.13.122.242,M055,ATM,41,Engineer,248,1,6710.51,2024-11-04T08:10:12
TX001016,AC00416,285.18,Credit,2023-03-08T16:39:14,Sacramento,D000515,110.247.153.70,M084,Branch,55,Doctor,150,1,14847.97,2024-11-04T08:09:38
TX001018,AC00218,463.11,Credit,2023-09-26T16:50:05,Las Vegas,D000210,49.31.186.82,M078,Branch,51,Doctor,159,1,10238.82,2024-11-04T08:07:18
TX001020,AC00209,428.61,Debit,2023-10-09T16:00:26,Fresno,D000273,6.204.110.7,M049,Branch,51,Retired,131,1,2116.36,2024-11-04T08:07:48
TX001028,AC00394,451.15,Debit,2023-02-27T16:47:50,Colorado Springs,D000245,201.114.165.141,M094,ATM,46,Engineer,175,1,1356.47,2024-11-04T08:10:45
TX001033,AC00164,95.75,Debit,2023-07-12T16:54:53,Los Angeles,D000040,190.92.63.219,M064,Branch,31,Engineer,169,1,337.62,2024-11-04T08:07:32
TX001035,AC00092,98.03,Debit,2023-12-18T18:41:26,El Paso,D000697,49.20.211.229,M095,Branch,54,Engineer,165,1,6323.45,2024-11-04T08:08:36
TX001036,AC00485,617.66,Debit,2023-02-16T17:05:58,Boston,D000253,34.169.232.37,M057,ATM,42,Engineer,128,1,7155.95,2024-11-04T08:08:03
TX001040,AC00284,575.62,Debit,2023-06-12T18:30:51,Oklahoma City,D000682,116.175.11.222,M081,Online,43,Doctor,129,1,234.41,2024-11-04T08:11:33
TX001041,AC00024,84.89,Debit,2023-05-22T17:27:11,San Jose,D000618,201.113.165.203,M018,ATM,37,Engineer,70,1,4735.61,2024-11-04T08:12:16
TX001044,AC00463,7.76,Credit,2023-03-27T17:16:08,Las Vegas,D000376,170.99.15.217,M091,Online,52,Retired,84,1,7393.11,2024-11-04T08:12:15
TX001047,AC00192,361.92,Debit,2023-02-20T16:08:48,Detroit,D000647,27.215.118.94,M018,ATM,54,Retired,111,1,7474.31,2024-11-04T08:10:23
TX001049,AC00407,122.45,Debit,2023-01-16T16:50:13,New York,D000505,119.43.28.203,M065,Branch,46,Doctor,98,1,7255.49,2024-11-04T08:07:54
TX001053,AC00022,168.0,Credit,2023-08-24T16:01:40,Tucson,D000669,72.128.135.172,M053,Branch,32,Engineer,11,1,3498.58,2024-11-04T08:12:20
TX001062,AC00089,130.4,Debit,2023-04-03T16:31:32,Raleigh,D000373,163.129.70.210,M024,Branch,45,Engineer,63,1,4381.24,2024-11-04T08:09:41
TX001066,AC00041,212.88,Debit,2023-05-19T18:44:23,Fresno,D000663,184.146.10.88,M062,Online,39,Doctor,122,1,7036.72,2024-11-04T08:11:36
TX001067,AC00458,88.38,Debit,2023-01-17T16:10:33,Virginia Beach,D000100,19.20.13.234,M026,ATM,30,Engineer,138,1,3707.82,2024-11-04T08:08:14
TX001068,AC00248,48.77,Credit,2023-06-15T17:49:07,Austin,D000273,110.247.153.70,M013,Online,42,Engineer,51,1,2040.16,2024-11-04T08:08:21
TX001071,AC00249,48.29,Debit,2023-09-25T17:58:54,San Diego,D000295,221.105.243.251,M060,Online,37,Engineer,242,1,8883.4,2024-11-04T08:07:56
TX001075,AC00248,44.54,Debit,2023-10-16T16:23:58,San Antonio,D000046,81.67.222.238,M048,ATM,31,Engineer,164,1,362.4,2024-11-04T08:07:59
TX001076,AC00078,1156.18,Credit,2023-09-21T16:11:47,Phoenix,D000022,40.45.69.120,M054,Online,52,Doctor,40,1,836.69,2024-11-04T08:11:37
TX001079,AC00332,447.42,Debit,2023-12-18T16:32:56,Charlotte,D000279,213.15.9.253,M056,Online,32,Engineer,65,1,6133.22,2024-11-04T08:08:15
TX001085,AC00139,102.34,Debit,2023-05-18T16:19:38,San Antonio,D000376,116.43.88.219,M076,Online,51,Doctor,78,1,9326.28,2024-11-04T08:09:36
TX001086,AC00154,7.82,Debit,2023-01-09T17:56:30,Boston,D000063,40.45.69.120,M090,ATM,36,Engineer,273,1,2240.49,2024-11-04T08:09:35
TX001090,AC00423,256.05,Debit,2023-06-07T16:26:52,Nashville,D000304,4.105.134.118,M009,ATM,54,Retired,35,1,6910.18,2024-11-04T08:11:46
TX001091,AC00286,7.79,Debit,2023-06-16T17:33:15,Los Angeles,D000214,221.105.243.251,M097,Branch,34,Doctor,298,1,1319.85,2024-11-04T08:09:15
TX001093,AC00080,176.37,Debit,2023-01-16T16:38:57,Boston,D000501,129.102.184.189,M057,Branch,55,Retired,126,1,2420.86,2024-11-04T08:07:09
TX001096,AC00196,21.57,Debit,2023-10-26T16:11:13,San Francisco,D000655,136.105.231.135,M071,ATM,54,Retired,71,1,7587.48,2024-11-04T08:09:29
TX001098,AC00295,451.35,Credit,2023-09-05T18:45:04,Baltimore,D000440,42.61.10.112,M028,Branch,47,Engineer,223,1,7707.96,2024-11-04T08:07:07
TX001108,AC00209,167.47,Debit,2023-12-01T17:45:19,Sacramento,D000002,175.166.115.182,M024,ATM,35,Engineer,103,1,2293.13,2024-11-04T08:12:04
TX001109,AC00390,43.65,Credit,2023-10-30T16:23:34,Charlotte,D000236,41.82.55.163,M066,Branch,30,Engineer,212,1,2870.67,2024-11-04T08:11:55
TX001111,AC00345,390.77,Debit,2023-10-30T16:02:32,Portland,D000548,180.224.54.115,M045,Online,44,Doctor,34,1,5500.56,2024-11-04T08:09:06
TX001112,AC00254,508.16,Debit,2023-03-28T18:19:10,Mesa,D000010,7.28.148.225,M038,ATM,39,Engineer,131,1,5609.44,2024-11-04T08:09:54
TX001115,AC00061,362.09,Debit,2023-02-27T16:59:07,New York,D000449,187.52.200.18,M093,Branch,32,Engineer,31,1,6590.28,2024-11-04T08:07:38
TX001116,AC00245,42.58,Debit,2023-02-06T16:32:53,San Jose,D000388,214.247.164.80,M057,Online,30,Doctor,80,1,13485.0,2024-11-04T08:10:23
TX001117,AC00105,122.35,Credit,2023-04-12T17:50:15,Atlanta,D000649,219.219.117.136,M008,Branch,53,Retired,188,1,6472.5,2024-11-04T08:09:08
TX001119,AC00202,461.25,Credit,2023-08-28T17:32:47,Sacramento,D000612,136.172.149.77,M044,Online,54,Doctor,171,1,676.1,2024-11-04T08:09:11
TX001123,AC00204,219.02,Credit,2024-01-01T16:30:58,San Diego,D000442,187.223.139.194,M093,Online,54,Engineer,68,1,7375.73,2024-11-04T08:09:13
TX001125,AC00365,47.6,Debit,2023-02-23T18:42:51,Austin,D000591,163.58.140.206,M026,Online,53,Engineer,115,1,1382.51,2024-11-04T08:08:20
TX001128,AC00415,4.72,Debit,2023-04-17T16:03:52,Fort Worth,D000610,45.64.74.86,M051,Branch,32,Engineer,20,1,4792.01,2024-11-04T08:09:28
TX001129,AC00279,144.93,Debit,2023-05-16T16:32,Fresno,D000136,141.121.30.32,M093,Branch,42,Engineer,74,1,6887.52,2024-11-04T08:09:18
TX001133,AC00236,185.71,Debit,2023-08-07T16:15:16,Virginia Beach,D000635,32.71.250.58,M084,Branch,48,Engineer,194,1,2679.91,2024-11-04T08:09:41
TX001135,AC00016,26.27,Credit,2023-03-17T16:22:52,Portland,D000332,62.27.235.199,M027,Online,45,Engineer,177,1,8853.93,2024-11-04T08:10:21
TX001137,AC00032,341.67,Debit,2023-03-06T16:45:24,Omaha,D000160,140.94.123.72,M037,Branch,53,Retired,96,5,1442.29,2024-11-04T08:09:03
TX001138,AC00152,99.52,Debit,2023-04-10T17:49:04,San Diego,D000335,24.181.236.233,M083,ATM,52,Engineer,127,1,3798.09,2024-11-04T08:11:40
TX001140,AC00360,139.69,Debit,2023-06-15T17:22:42,Indianapolis,D000502,147.119.62.178,M025,Online,52,Engineer,180,1,9567.94,2024-11-04T08:07:56
TX001141,AC00286,42.72,Debit,2023-08-17T16:55:10,Nashville,D000193,186.135.2.148,M001,ATM,37,Engineer,143,1,2669.66,2024-11-04T08:06:59
TX001142,AC00241,112.72,Debit,2023-03-27T16:34:18,Washington,D000602,189.248.139.91,M028,Branch,31,Doctor,17,1,9630.0,2024-11-04T08:12:19
TX001147,AC00068,958.9,Debit,2023-07-04T16:30:15,Memphis,D000183,160.212.125.105,M097,Branch,31,Engineer,135,1,9977.49,2024-11-04T08:06:56
TX001148,AC00052,409.59,Debit,2023-03-20T16:08:11,Albuquerque,D000430,137.33.78.168,M042,Online,35,Doctor,50,1,14563.02,2024-11-04T08:11:25
TX001151,AC00100,151.82,Debit,2023-07-17T16:32:45,Chicago,D000347,165.114.224.47,M013,ATM,51,Retired,105,1,2197.12,2024-11-04T08:11:54
TX001152,AC00412,438.59,Debit,2023-10-30T17:48:09,San Jose,D000347,193.217.248.188,M035,Online,37,Engineer,103,1,8994.39,2024-11-04T08:09:32
TX001156,AC00281,501.15,Debit,2023-08-21T18:07:14,Phoenix,D000322,180.224.54.115,M088,Branch,47,Engineer,208,1,8821.84,2024-11-04T08:11:33
TX001160,AC00243,149.4,Debit,2023-05-02T16:30:52,Chicago,D000077,154.138.163.229,M039,ATM,53,Retired,123,1,1035.22,2024-11-04T08:10:16
TX001161,AC00032,388.21,Credit,2023-12-19T16:39:57,Columbus,D000387,145.246.171.225,M013,Branch,53,Doctor,237,1,9724.49,2024-11-04T08:08:17
TX001164,AC00309,52.04,Credit,2023-07-27T16:28:26,Colorado Springs,D000310,105.87.212.115,M070,Branch,50,Doctor,31,1,8436.12,2024-11-04T08:07:38
TX001168,AC00010,838.57,Debit,2023-06-26T16:08:25,Phoenix,D000430,115.30.82.168,M040,ATM,41,Doctor,273,1,14576.47,2024-11-04T08:11:25
TX001170,AC00477,724.18,Debit,2023-02-06T16:07:26,Fort Worth,D000144,104.155.121.252,M002,Branch,41,Doctor,134,1,10922.78,2024-11-04T08:08:21
TX001172,AC00044,487.32,Debit,2023-10-19T18:11:23,Kansas City,D000345,35.73.67.98,M005,Branch,52,Doctor,164,1,7707.96,2024-11-04T08:09:23
TX001173,AC00490,635.91,Credit,2023-11-28T16:55:41,Jacksonville,D000281,155.37.19.43,M074,Branch,46,Doctor,78,1,13267.09,2024-11-04T08:10:43
TX001176,AC00267,254.0,Debit,2023-05-15T17:33:32,Nashville,D000436,49.31.186.82,M098,Branch,35,Doctor,63,1,5788.53,2024-11-04T08:08:07
TX001177,AC00363,436.8,Debit,2023-11-16T16:30:01,Houston,D000033,153.178.166.93,M098,Branch,36,Engineer,213,1,4515.43,2024-11-04T08:06:59
TX001180,AC00456,78.5,Credit,2023-02-14T16:06:36,San Jose,D000574,166.41.54.117,M007,Branch,31,Doctor,41,1,13991.5,2024-11-04T08:11:54
TX001181,AC00016,50.0,Credit,2023-02-24T18:05:12,Jacksonville,D000309,150.231.20.169,M018,ATM,53,Doctor,87,1,185.87,2024-11-04T08:11:22
TX001185,AC00107,149.02,Credit,2023-09-01T16:35:51,Fort Worth,D000346,199.59.68.207,M019,Branch,46,Engineer,176,1,9379.72,2024-11-04T08:06:40
TX001188,AC00483,615.58,Debit,2023-09-25T16:40,Jacksonville,D000649,168.55.199.214,M059,ATM,42,Doctor,133,1,14343.0,2024-11-04T08:10:55
TX001189,AC00126,643.03,Credit,2023-08-01T16:23:37,Jacksonville,D000384,104.155.121.252,M002,Online,36,Engineer,52,1,2882.16,2024-11-04T08:08:22
TX001197,AC00404,63.98,Debit,2023-10-30T16:01:43,Baltimore,D000150,182.225.2.156,M026,Online,54,Doctor,258,1,7954.12,2024-11-04T08:06:53
TX001201,AC00249,18.41,Debit,2023-12-01T17:26:46,Atlanta,D000028,58.190.9.136,M072,Branch,53,Doctor,168,1,8287.54,2024-11-04T08:11:30
TX001202,AC00263,471.75,Credit,2023-06-06T18:31:06,San Jose,D000443,100.4.40.132,M048,Branch,34,Doctor,41,1,12948.5,2024-11-04T08:10:54
TX001203,AC00108,290.02,Debit,2023-09-25T17:48:55,Milwaukee,D000406,173.252.44.183,M005,Branch,55,Engineer,246,1,4746.71,2024-11-04T08:07:56
TX001205,AC00411,359.42,Debit,2023-05-29T16:17:37,Baltimore,D000567,23.163.145.195,M089,Branch,55,Doctor,30,1,1765.45,2024-11-04T08:06:42
TX001208,AC00267,31.81,Debit,2023-04-06T17:41:53,Fort Worth,D000641,147.114.91.132,M033,Online,51,Retired,149,1,1406.6,2024-11-04T08:06:48
TX001213,AC00417,51.15,Credit,2023-03-01T17:26:49,Los Angeles,D000215,221.206.44.63,M019,Branch,46,Engineer,199,1,8992.25,2024-11-04T08:10:54
TX001217,AC00433,293.54,Debit,2023-01-16T17:26:12,Sacramento,D000255,16.94.155.46,M026,Online,40,Engineer,45,1,2290.1,2024-11-04T08:08:24
TX001218,AC00381,23.38,Debit,2023-09-25T18:46:41,Memphis,D000412,6.204.110.7,M062,Branch,32,Engineer,89,1,9968.49,2024-11-04T08:09:41
TX001220,AC00029,129.48,Debit,2023-02-06T16:30:43,Seattle,D000315,106.244.1.47,M001,ATM,31,Engineer,179,1,7581.7,2024-11-04T08:10:43
TX001221,AC00291,743.03,Debit,2023-07-27T16:55:39,New York,D000103,73.54.203.165,M050,ATM,50,Engineer,174,1,4111.38,2024-11-04T08:09:19
TX001224,AC00093,295.82,Credit,2023-12-14T16:15:28,Chicago,D000088,144.228.168.6,M041,Branch,47,Engineer,46,1,5897.73,2024-11-04T08:07:47
TX001225,AC00442,302.86,Debit,2023-07-03T18:56:03,Los Angeles,D000004,144.91.150.133,M081,Online,55,Doctor,275,1,5239.24,2024-11-04T08:12:06
TX001233,AC00160,269.79,Debit,2023-10-03T16:15:25,San Jose,D000202,82.115.199.37,M013,ATM,52,Engineer,17,1,1292.1,2024-11-04T08:07:59
TX001240,AC00103,36.97,Debit,2023-08-23T17:22:49,Virginia Beach,D000545,175.210.47.87,M087,Branch,41,Engineer,79,1,2850.92,2024-11-04T08:07:48
TX001241,AC00053,137.59,Debit,2023-01-03T16:27:16,Nashville,D000439,161.25.82.11,M065,ATM,30,Doctor,95,1,10679.67,2024-11-04T08:11:30
TX001242,AC00151,168.11,Credit,2023-05-19T16:44:53,New York,D000050,146.69.70.214,M015,Online,51,Doctor,12,1,10652.13,2024-11-04T08:06:59
TX001247,AC00285,302.82,Debit,2023-11-03T16:50:20,Jacksonville,D000290,79.47.176.19,M020,ATM,36,Engineer,175,1,9384.54,2024-11-04T08:07:31
TX001250,AC00383,256.3,Debit,2023-04-05T16:21:59,New York,D000099,133.63.96.21,M066,Online,53,Retired,172,1,4203.05,2024-11-04T08:06:23
TX001253,AC00460,379.54,Credit,2023-01-03T17:14:14,Indianapolis,D000668,109.105.179.186,M040,Branch,41,Doctor,118,1,12571.76,2024-11-04T08:06:23
TX001263,AC00322,440.03,Debit,2023-11-29T16:11:50,San Jose,D000569,5.74.9.122,M099,Online,49,Engineer,88,1,1490.44,2024-11-04T08:10:19
TX001275,AC00398,1159.39,Debit,2023-10-12T16:29:49,Oklahoma City,D000294,173.135.78.201,M091,Online,41,Doctor,150,1,6499.53,2024-11-04T08:06:27
TX001277,AC00299,56.62,Debit,2023-02-27T17:59:36,Austin,D000475,48.31.196.24,M069,Branch,54,Doctor,121,1,8981.1,2024-11-04T08:08:45
TX001278,AC00266,53.14,Debit,2023-04-21T17:19:56,Las Vegas,D000431,115.96.94.156,M062,ATM,34,Doctor,70,1,7915.0,2024-11-04T08:07:15
TX001280,AC00373,146.15,Debit,2023-01-06T17:52:11,Phoenix,D000640,60.166.231.236,M098,Branch,43,Doctor,75,1,13784.4,2024-11-04T08:06:59
TX001283,AC00409,76.02,Credit,2023-07-12T16:58:17,Albuquerque,D000644,181.223.246.123,M087,Online,34,Doctor,189,1,14765.41,2024-11-04T08:11:51
TX001288,AC00261,451.68,Debit,2023-04-18T18:55:32,Houston,D000113,210.160.90.52,M072,Online,33,Engineer,15,1,4381.54,2024-11-04T08:09:51
TX001289,AC00468,19.11,Credit,2023-09-18T16:31:03,Colorado Springs,D000546,148.25.159.90,M007,Online,49,Engineer,160,1,8478.46,2024-11-04T08:11:45
TX001291,AC00013,427.69,Debit,2023-03-28T16:02:03,Raleigh,D000347,24.148.92.177,M088,ATM,43,Engineer,236,1,2443.54,2024-11-04T08:11:53
TX001294,AC00200,190.17,Debit,2023-06-09T17:41:13,Baltimore,D000467,148.181.195.227,M043,ATM,49,Doctor,265,1,12893.85,2024-11-04T08:08:48
TX001297,AC00070,93.22,Debit,2023-04-07T17:11:35,Charlotte,D000140,70.130.169.235,M030,Online,52,Retired,52,1,1014.63,2024-11-04T08:09:41
TX001303,AC00465,189.45,Credit,2023-03-21T17:12:03,Boston,D000083,64.57.44.102,M008,Branch,53,Doctor,62,1,12578.75,2024-11-04T08:09:31
